index,prediction,ground_truth,pred_mu_min,pred_mu_max,pred_mu_mean,maniqa,musiq,clipiqa,dists
10,../../results/gmodiff_test/10.hdr,/mnt/e/Ecode/all/Test/011/HDRImg.hdr,0.19853807985782623,1.0009135007858276,0.7190619111061096,0.6823474764823914,66.71468353271484,0.38911014795303345,0.009831786155700684
11,../../results/gmodiff_test/11.hdr,/mnt/e/Ecode/all/Test/016/HDRImg.hdr,0.2790006697177887,1.0009135007858276,0.8031675815582275,0.5615964531898499,64.49825286865234,0.40417954325675964,0.01952183246612549
12,../../results/gmodiff_test/12.hdr,/mnt/e/Ecode/all/Test/037/HDRImg.hdr,0.020495783537626266,0.9938825368881226,0.6098327040672302,0.604932963848114,59.7598876953125,0.36775490641593933,0.0066332221031188965
13,../../results/gmodiff_test/13.hdr,/mnt/e/Ecode/all/Test/042/HDRImg.hdr,0.0,1.0009135007858276,0.49672868847846985,0.6219114661216736,50.66625213623047,0.33917713165283203,0.0025789737701416016
14,../../results/gmodiff_test/14.hdr,/mnt/e/Ecode/all/Test/050/HDRImg.hdr,0.2721481919288635,1.0009135007858276,0.746232807636261,0.5485063791275024,69.12542724609375,0.541883111000061,0.017579853534698486
15,../../results/gmodiff_test/15.hdr,/mnt/e/Ecode/all/Test/055/HDRImg.hdr,0.01667291298508644,0.978965163230896,0.6479251980781555,0.5430800318717957,63.272491455078125,0.6424807906150818,0.004155635833740234
16,../../results/gmodiff_test/16.hdr,/mnt/e/Ecode/all/Test/063/HDRImg.hdr,0.0312698632478714,1.0009135007858276,0.7173752784729004,0.5050984025001526,53.732521057128906,0.4301839768886566,0.011141538619995117
17,../../results/gmodiff_test/17.hdr,/mnt/e/Ecode/all/Test/064/HDRImg.hdr,0.0,1.0009135007858276,0.5951120853424072,0.5740277767181396,63.638336181640625,0.3486703932285309,0.00787806510925293
18,../../results/gmodiff_test/18.hdr,/mnt/e/Ecode/all/Test/066/HDRImg.hdr,0.0,1.0009135007858276,0.6749204993247986,0.5743356943130493,58.811546325683594,0.4424944818019867,0.012206852436065674
19,../../results/gmodiff_test/19.hdr,/mnt/e/Ecode/all/Test/067/HDRImg.hdr,0.0,1.0009135007858276,0.577673614025116,0.5806229710578918,52.12340545654297,0.3603815734386444,0.014271855354309082
20,../../results/gmodiff_test/20.hdr,/mnt/e/Ecode/all/Test/071/HDRImg.hdr,0.0,1.0009135007858276,0.4174375832080841,0.5922248959541321,38.72748565673828,0.3128649890422821,0.0018987059593200684
21,../../results/gmodiff_test/21.hdr,/mnt/e/Ecode/all/Test/073/HDRImg.hdr,0.0,1.0009135007858276,0.49554723501205444,0.5770899653434753,55.3149528503418,0.3270777463912964,0.011729598045349121
22,../../results/gmodiff_test/22.hdr,/mnt/e/Ecode/all/Test/079/HDRImg.hdr,0.0,0.9484441876411438,0.3176528811454773,0.5604696869850159,48.66968536376953,0.31223949790000916,0.02309662103652954
23,../../results/gmodiff_test/23.hdr,/mnt/e/Ecode/all/Test/091/HDRImg.hdr,0.3399339020252228,1.0009135007858276,0.7348551750183105,0.5044540762901306,62.11151123046875,0.5088776350021362,0.0032010674476623535
24,../../results/gmodiff_test/24.hdr,/mnt/e/Ecode/all/Test/092/HDRImg.hdr,0.0,1.0009135007858276,0.7249297499656677,0.5295932292938232,61.827274322509766,0.3337165415287018,0.0036156773567199707
25,../../results/gmodiff_test/25.hdr,/mnt/e/Ecode/all/Test/098/HDRImg.hdr,0.0,1.0009135007858276,0.5656991600990295,0.5658975839614868,52.473941802978516,0.3155617117881775,0.007134795188903809
26,../../results/gmodiff_test/26.hdr,/mnt/e/Ecode/all/Test/101/HDRImg.hdr,0.04425104334950447,1.0,0.51451575756073,0.5807357430458069,62.84380340576172,0.356844425201416,0.004879176616668701
27,../../results/gmodiff_test/27.hdr,/mnt/e/Ecode/all/Test/102/HDRImg.hdr,0.0,1.0009135007858276,0.6460995078086853,0.6134427189826965,60.09596252441406,0.2501086890697479,0.0024803876876831055
